As_of_Date_In_Form_YYMMDD,Market_and_Exchange_Names,CFTC_Contract_Market_Code,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Net_Dealer,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Net_AssetManager,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Net_LevFunds,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Net_OtherReport,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Net_NonReport
250225,UST BOND - CHICAGO BOARD OF TRADE,020601,19152,175087,48256,-155935,1053905,493352,270792,560553,310554,781123,180753,-470569,76660,104009,12891,-27349,233255,139955,93300
250218,UST BOND - CHICAGO BOARD OF TRADE,020601,27682,194158,12364,-166476,1056735,504468,237822,552267,376899,816910,56281,-440011,78604,95141,2471,-16537,211937,141180,70757
250211,UST BOND - CHICAGO BOARD OF TRADE,020601,28027,203001,10572,-174974,1070159,511439,227583,558720,369758,819808,38051,-450050,79128,88365,1877,-9237,213125,137584,75541
250204,UST BOND - CHICAGO BOARD OF TRADE,020601,21943,172132,8543,-150189,1035936,496332,223242,539604,351599,816930,30231,-465331,74509,75181,1803,-672,219800,143212,76588
250128,UST BOND - CHICAGO BOARD OF TRADE,020601,25182,150503,9115,-125321,1038668,525339,215423,513329,357344,793188,25715,-435844,71326,91878,584,-20552,215698,147310,68388
250121,UST BOND - CHICAGO BOARD OF TRADE,020601,29170,163787,5884,-134617,1016184,496044,219943,520140,338455,767818,22110,-429363,76047,98450,426,-22403,214843,148600,66243
250114,UST BOND - CHICAGO BOARD OF TRADE,020601,24868,148235,6604,-123367,1034278,484999,218746,549279,336950,794760,23554,-457810,80545,105427,509,-24882,214663,157883,56780
250107,UST BOND - CHICAGO BOARD OF TRADE,020601,32530,160891,3893,-128361,1024502,478772,216502,545730,328569,783133,27265,-454564,82023,102435,224,-20412,211908,154301,57607
250729,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,17086,129142,4521,-112056,1239560,598579,357788,640981,98943,613070,32059,-514127,26268,28687,2004,-2419,178251,190630,-12379
250722,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,24780,103355,3770,-78575,1233355,607861,353062,625494,98696,611798,26099,-513102,25273,58241,918,-32968,183117,183966,-849
250715,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,26618,106547,2735,-79929,1259125,612479,340198,646646,98743,621251,33472,-522508,22758,56904,218,-34146,179361,189424,-10063
250708,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,21368,107973,3243,-86605,1276761,608499,341437,668262,98965,621838,30138,-522873,24638,68814,294,-44176,164185,178793,-14608
250701,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,16522,119919,4014,-103397,1257868,606641,350065,651227,90308,592239,31309,-501931,24852,68226,297,-43374,167509,170034,-2525
250624,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,13030,105463,1435,-92433,1183113,527513,346460,655600,87495,572690,34253,-485195,45799,140834,2768,-95035,178019,160956,17063
250617,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,13811,108710,2081,-94899,1197623,533777,347703,663846,83594,553215,31680,-469621,47389,136632,2634,-89243,171323,181406,-10083
250610,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,15695,95296,1585,-79601,1202224,540641,343833,661583,87060,569298,31310,-482238,49327,139528,2791,-90201,167180,176723,-9543
250603,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,15980,77422,2261,-61442,1198695,548030,337970,650665,83172,583711,35753,-500539,49460,136257,3940,-86797,177487,179374,-1887
250527,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,10363,80206,9616,-69843,1214525,611667,332407,602858,76851,618188,49472,-541337,46328,120595,8268,-74267,275833,193244,82589
250520,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,6653,84775,7760,-78122,1243138,517031,313477,726107,77123,681698,80481,-604575,51086,105707,9060,-54621,184656,173445,11211
250513,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,4989,122258,6546,-117269,1226390,511921,303763,714469,92570,670411,32758,-577841,50712,97053,2946,-46341,180961,153979,26982
250506,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,5237,133219,5233,-127982,1226175,508200,304042,717975,90861,656424,23813,-565563,53149,103043,2435,-49894,177814,152350,25464
250429,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,5084,138350,6718,-133266,1229788,510575,300336,719213,84059,647259,22971,-563200,55295,111615,1970,-56320,173657,140084,33573
250422,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,9254,141074,10434,-131820,1216698,501462,300063,715236,83489,640205,26935,-556716,57294,115283,1949,-57989,173007,141718,31289
250415,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,7426,139502,4770,-132076,1172174,497402,306320,674772,78790,621231,31470,-542441,57021,104618,1949,-47597,175820,128478,47342
250408,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,7374,191201,602,-183827,1172873,451505,296967,721368,78468,626661,34397,-548193,59586,89758,1949,-30172,178385,137561,40824
250401,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,7010,184101,8119,-177091,1140595,403777,312052,736818,99357,635733,10228,-536376,58590,113278,1921,-54688,176801,145464,31337
250325,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,9104,152776,11932,-143672,1094347,421189,313376,673158,94978,607414,13906,-512436,54438,110281,1920,-55843,188846,150053,38793
250318,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,11591,153237,9539,-141646,1103140,405153,307566,697987,94897,625751,14564,-530854,53315,109724,1920,-56409,185518,154596,30922
250311,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,7318,135841,7043,-128523,1091388,411666,313116,679722,91612,621252,12476,-529640,53062,107702,1791,-54640,184570,151489,33081
250304,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,7387,134809,4265,-127422,1091250,402313,314416,688937,94241,608862,8755,-514621,54015,131836,1791,-77821,185058,154131,30927
250225,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,7158,135970,9946,-128812,1093290,400512,429280,692778,112579,622109,52083,-509530,49924,110631,9175,-60707,202138,195867,6271
250218,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,7300,126024,5120,-118724,1094340,399733,327188,694607,100399,648044,27873,-547645,44101,104875,3347,-60774,194395,161859,32536
250211,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,7226,105989,5040,-98763,1102707,418101,326138,684606,108210,650756,21111,-542546,41839,110234,3346,-68395,179900,154802,25098
250204,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,6948,97675,7889,-90727,1107393,416604,326582,690789,99552,638999,20501,-539447,44052,118546,3346,-74494,175978,162099,13879
250128,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,6723,98396,8311,-91673,1096801,407769,327561,689032,89035,635715,24029,-546680,43407,114100,3353,-70693,180040,160026,20014
250121,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,8862,104067,5355,-95205,1114506,428062,325820,686444,92415,617518,19857,-525103,46826,113606,3653,-66780,175998,175354,644
250114,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,10125,87825,6076,-77700,1127373,444638,321843,682735,94807,621456,17905,-526649,46043,116524,2648,-70481,173518,181423,-7905
250107,ULTRA UST BOND - CHICAGO BOARD OF TRADE,020604,7411,109707,2936,-102296,1119325,423808,318825,695517,85081,602882,17548,-517801,44016,115152,1965,-71136,177050,181334,-4284
250729,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,175825,488577,15854,-312752,2646547,484787,457726,2161760,499427,2477936,136341,-1978509,215891,246262,6627,-30371,272728,112856,159872
250722,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,170421,488724,19783,-318303,2663803,483299,439445,2180504,484279,2463947,128546,-1979668,210412,225710,11091,-15298,253553,120788,132765
250715,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,161190,476734,16516,-315544,2694817,461120,430582,2233697,465205,2489875,134531,-2024670,206765,225622,3290,-18857,247372,121998,125374
250708,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,164942,509242,18030,-344300,2590907,440789,442276,2150118,531949,2497813,129170,-1965864,219988,206036,3570,13952,255629,109535,146094
250701,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,179537,464166,21393,-284629,2579403,456567,436921,2122836,520175,2534392,92516,-2014217,219381,173550,3750,45831,258270,128091,130179
250624,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,167583,459358,17100,-291775,2403952,379374,442840,2024578,510506,2477550,72558,-1967044,292627,183031,4687,109596,248595,123950,124645
250617,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,142378,440816,10459,-298438,2382789,394375,437520,1988414,462383,2302464,75198,-1840081,281424,200414,4057,81010,232901,163806,69095
250610,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,178632,419237,10438,-240605,2272451,400528,464959,1871923,438893,2299354,68572,-1860461,280941,181813,6016,99128,242461,112446,130015
250603,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,183028,382093,6764,-199065,2161267,414724,459992,1746543,439027,2186144,80046,-1747117,255894,175664,9363,80230,233429,114020,119409
250527,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,173727,418765,43168,-245038,2138098,437828,472252,1700270,437465,2185314,116574,-1747849,256780,193077,13570,63703,368710,139796,228914
250520,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,190050,433130,15439,-243080,2220166,377414,529743,1842752,447234,2263787,282640,-1816553,293887,203951,15157,89936,250064,123119,126945
250513,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,212516,420337,14170,-207821,2236299,363297,556546,1873002,363609,2214922,255417,-1851313,258603,181277,5176,77326,247644,138838,108806
250506,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,196280,446596,13470,-250316,2189069,318170,610493,1870899,345737,2207620,230568,-1861883,265667,171745,4216,93922,256003,108625,147378
250429,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,183266,443997,11416,-260731,2239241,308348,543789,1930893,408652,2295808,200806,-1887156,261014,177390,2426,83624,239843,106473,133370
250422,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,174943,459547,10308,-284604,2286708,256922,505308,2029786,403063,2343767,209272,-1940704,257380,178382,4965,78998,238373,121849,116524
250415,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,149981,467210,9617,-317229,2264743,272659,488414,1992084,391445,2277282,200647,-1885837,254336,157984,4732,96352,227809,113179,114630
250408,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,123410,433956,16146,-310546,2110490,332439,492425,1778051,496978,2163365,271073,-1666387,268740,197680,2886,71060,240732,112910,127822
250401,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,205935,369918,14686,-163983,2084593,344111,459926,1740482,408651,2197743,242874,-1789092,272131,171161,2457,100970,228193,116570,111623
250325,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,210485,360479,12372,-149994,2027844,327291,441887,1700553,371536,2116862,311949,-1745326,270185,197282,2349,72903,239053,117189,121864
250318,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,166628,349447,12551,-182819,2066488,268385,436461,1798103,323533,2183492,280475,-1859959,278492,170743,4872,107749,242111,105185,136926
250311,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,157746,398966,14760,-241220,2164241,258756,407070,1905485,330414,2225611,318480,-1895197,277055,183037,9505,94018,235953,99039,136914
250304,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,90627,413895,15223,-323268,2141401,279551,408276,1861850,384238,2186847,253177,-1802609,280351,155400,22518,124951,240539,101463,139076
250225,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,135569,395947,39872,-260378,2120886,287096,469298,1833790,418047,2307426,407953,-1889379,332214,159250,38692,172964,270344,127341,143003
250218,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,126150,375743,30325,-249593,2268693,313265,413802,1955428,408866,2411033,283450,-2002167,358213,170860,32614,187353,244396,135417,108979
250211,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,164486,379417,23186,-214931,2335774,327435,380923,2008339,394037,2479748,209302,-2085711,385419,201029,26184,184390,237223,129310,107913
250204,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,151766,337651,14245,-185885,2309284,347310,377813,1961974,430361,2551038,162117,-2120677,383143,178043,27521,205100,250760,111272,139488
250128,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,154578,351311,12789,-196733,2362334,325141,418345,2037193,430488,2562384,185206,-2131896,376779,223827,27272,152952,253132,114648,138484
250121,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,144411,378262,13586,-233851,2317912,327759,418398,1990153,394931,2515720,187337,-2120789,393897,168884,25016,225013,260164,120690,139474
250114,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,122486,391650,16238,-269164,2419742,310544,370888,2109198,413574,2659516,228661,-2245942,455896,162738,22519,293158,252707,139957,112750
250107,UST 2Y NOTE - CHICAGO BOARD OF TRADE,042601,149374,386318,12264,-236944,2376862,357979,355998,2018883,385573,2613245,259230,-2227672,463836,160319,17275,303517,254961,112745,142216
250729,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,270020,545673,38130,-275653,2978791,807080,518534,2171711,305106,2503548,77206,-2198442,327417,119653,2773,207764,440511,345891,94620
250722,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,275796,517536,27843,-241740,2873008,817720,533083,2055288,296657,2226817,70395,-1930160,317741,290386,316,27355,428586,339329,89257
250715,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,248934,554873,14904,-305939,2969924,835770,546254,2134154,294651,2268238,56518,-1973587,330133,271119,208,59014,435018,348660,86358
250708,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,258197,566118,25574,-307921,2998048,803566,537301,2194482,270550,2328835,60765,-2058285,326490,261713,115,64777,443577,336630,106947
250701,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,274599,603914,29835,-329315,3027697,769576,558144,2258121,334595,2368934,84762,-2034339,312401,295408,191,16993,428154,339614,88540
250624,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,239668,601200,23979,-361532,2791767,716605,540268,2075162,351813,2266214,66296,-1914401,458728,354804,1692,103924,444200,347353,96847
250617,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,214384,571943,18757,-357559,2820614,670725,543259,2149889,248390,2265686,70993,-2017296,464082,330829,15197,133253,430879,339166,91713
250610,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,170505,515955,15628,-345450,2751591,690958,555439,2060633,244639,2187895,64904,-1943256,492741,343043,4390,149698,431976,353601,78375
250603,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,181044,506862,59551,-325818,2768546,674772,546660,2093774,247132,2198795,87080,-1951663,456924,345153,9614,111771,415931,343995,71936
250527,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,159306,605778,143994,-446472,2738572,714727,572296,2023845,187765,2114026,317201,-1926261,516505,347193,51520,169312,565218,385642,179576
250520,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,184523,588086,126904,-403563,2809356,707398,595550,2101958,198299,2145615,265639,-1947316,549783,385753,62078,164030,438754,353863,84891
250513,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,182174,632281,98491,-450107,2902589,739610,565896,2162979,193076,2132082,173755,-1939006,523745,382909,62844,140836,454804,369506,85298
250506,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,193703,575352,114576,-381649,2886450,671459,574378,2214991,191813,2228175,124526,-2036362,446806,384766,5144,62040,458736,317756,140980
250429,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,211473,617770,110124,-406297,2773117,712093,558118,2061024,237175,2070536,99802,-1833361,410501,387473,7271,23028,472429,316823,155606
250422,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,193474,678665,55497,-485191,2721149,649329,584765,2071820,204338,1981285,116023,-1776947,399702,351299,3053,48403,452338,310423,141915
250415,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,176229,717119,71172,-540890,2755221,672787,584703,2082434,201132,2012009,85571,-1810877,431789,302963,3011,128826,452056,311549,140507
250408,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,217574,620852,61806,-403278,2767173,708747,580343,2058426,214158,2087845,131141,-1873687,425590,369508,3476,56082,489903,327446,162457
250401,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,282328,536443,28803,-254115,2661217,875034,587643,1786183,347325,1987738,119715,-1640413,384477,395784,3335,-11307,478662,359010,119652
250325,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,285015,546549,24676,-261534,2665260,945335,577406,1719925,424081,1979943,98781,-1555862,389754,395258,4031,-5504,453784,350809,102975
250318,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,296626,550867,33354,-254241,2686494,973531,546730,1712963,349415,1942186,126263,-1592771,395600,347216,3000,48384,431013,345348,85665
250311,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,230036,559176,25060,-329140,2559594,934433,562875,1625161,385447,1818554,110299,-1433107,384581,342909,1292,41672,439833,344419,95414
250304,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,241900,503611,38729,-261711,2502636,933723,577214,1568913,419784,1839682,115499,-1419898,403872,350076,931,53796,408077,349177,58900
250225,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,236986,530413,109512,-293427,2485649,958530,714163,1527119,475999,1807498,314058,-1331499,427129,382376,19425,44753,429465,376411,53054
250218,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,177025,569760,59473,-392735,2479135,961413,635106,1517722,530433,1913104,359149,-1382671,469148,252895,102682,216253,426916,385485,41431
250211,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,222213,539691,38164,-317478,2500392,936017,610383,1564375,503823,2048572,146362,-1544749,467598,221027,26375,246571,420463,369182,51281
250204,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,210051,554579,29431,-344528,2505919,913071,618743,1592848,505277,2015295,109836,-1510018,480284,274723,18490,205561,422857,366720,56137
250128,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,194402,590601,39845,-396199,2571859,836958,585943,1734901,472077,2032824,94897,-1560747,478511,316734,20034,161777,426342,366074,60268
250121,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,168320,603624,31937,-435304,2530971,860714,580079,1670257,449978,1802008,101661,-1352030,459852,357980,4671,101872,422956,407751,15205
250114,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,137530,634574,19613,-497044,2497529,863638,573565,1633891,493736,1761347,74591,-1267611,466154,395014,4427,71140,440081,380457,59624
250107,UST 10Y NOTE - CHICAGO BOARD OF TRADE,043602,162313,610773,19601,-448460,2493589,827347,557152,1666242,425270,1865453,67782,-1440183,470711,319627,4643,151084,441693,370376,71317
250729,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,17472,223996,4315,-206524,1370887,698149,418190,672738,211809,604257,26034,-392448,146315,150522,1858,-4207,220658,290217,-69559
250722,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,19404,201551,4740,-182147,1388021,706267,419571,681754,180685,621062,18245,-440377,159663,148683,117,10980,223556,293766,-70210
250715,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,26722,209732,2338,-183010,1408156,709575,407344,698581,178348,607350,25559,-429002,145647,167333,117,-21686,223664,288547,-64883
250708,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,31318,215117,11613,-183799,1409892,667948,413371,741944,168851,624788,24788,-455937,134036,174622,1123,-40586,220818,282440,-61622
250701,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,14625,234293,15914,-219668,1396656,649954,418597,746702,209308,654399,27670,-445091,139308,173985,116,-34677,221988,269254,-47266
250624,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,21069,244199,16199,-223130,1305016,621845,377908,683171,187655,625282,23953,-437627,202871,175378,26474,27493,216455,266362,-49907
250617,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,20698,206612,20481,-185914,1300002,667383,375473,632619,189321,593017,24517,-403696,211515,176095,25156,35420,214635,293064,-78429
250610,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,18242,193449,15418,-175207,1277753,679671,372078,598082,167393,580733,30273,-413340,199427,162025,24502,37402,223564,270501,-46937
250603,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,33119,195301,10210,-162182,1250520,653749,366912,596771,177265,571532,32098,-394267,196323,164033,26974,32290,207577,280189,-72612
250527,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,32618,190399,25823,-157781,1190421,689799,392622,500622,244099,568493,77876,-324394,191731,147004,35176,44727,250361,313535,-63174
250520,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,34013,196242,12341,-162229,1221813,679598,387422,542215,193314,586970,84922,-393656,188517,135132,32488,53385,218835,258550,-39715
250513,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,39603,268122,5110,-228519,1222345,636943,376158,585402,196172,601306,36656,-405134,188837,122679,28673,66158,232514,250421,-17907
250506,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,42186,279795,2867,-237609,1218464,638614,367066,579850,204991,570039,21432,-365048,189234,126735,29597,62499,216393,256085,-39692
250429,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,40679,317770,3639,-277091,1210187,657038,374628,553149,182040,505735,24008,-323695,190102,126339,30503,63763,229056,245182,-16126
250422,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,37097,312392,3740,-275295,1202241,687700,385641,514541,148883,437479,21879,-288596,193262,119353,28571,73909,224733,249292,-24559
250415,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,34508,287592,4097,-253084,1209519,752994,368699,456525,133864,408969,24359,-275105,196260,110282,28125,85978,220455,234769,-14314
250408,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,34204,253012,4566,-218808,1247577,732444,384726,515133,199550,572171,12412,-372621,196526,111314,31210,85212,244020,252936,-8916
250401,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,33342,222707,4242,-189365,1232584,790571,366624,442013,227014,527977,10429,-300963,190989,116725,31362,74264,226120,252069,-25949
250325,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,15607,216713,7067,-201106,1200833,813910,365614,386923,241912,468226,17022,-226314,184537,106308,33570,78229,219960,257692,-37732
250318,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,15396,215704,5261,-200308,1207823,830338,349407,377485,223441,425628,24955,-202187,184596,129586,33564,55010,230341,260341,-30000
250311,ULTRA UST 10Y - CHICAGO BOARD OF TRADE,043607,16195,174250,2894,-158055,1182883,840382,343844,342501,225659,391375,29508,-165716,171540,124661,34228,46879,211048,276657,-65609
